A1RXYH9ROBAKEZ,B000JVER7W,1,1233360000
A7L6E1KSJTAJ6,B000JVER7W,5,1191456000
A2NOQQ7I6PU7CW,B000JVER7W,4,1186704000
A29Q0CLOF0U8BN,B000924R5I,4,1146182400
ANNHJND2MHUI3,B000924R5I,1,1173657600
A2DP6EPPQAIL3C,B000924R5I,4,1171584000
A254KU5H615J3N,B000924R5I,5,1142467200
ACVTUAQ4RUGK,B000924R5I,1,1133654400
A34D9XVHS261KT,B000924R5I,3,1135814400
A3Q3B32YUDC3IK,B000924R5I,4,1126915200
ABOR4WPNRAPHE,B000924R5I,1,1149379200
A1RA376HUG2LGD,B000924R5I,5,1134518400
A1LO9930ULWDMZ,B000F1UQJY,4,1153872000
AYAXWDXO97UKG,B000F1UQJY,5,1345161600
A1LVXNYOHKMCHK,B000F1UQJY,5,1316476800
A2X1O4ZG00B0U5,B000F1UQJY,1,1158624000
A32KJMAO6P91IK,B000EXP0J4,5,1154217600
A341TVMLFVIQA1,B0007W2JEG,5,1183420800
A1RCOK89DON3YN,B000B6MY2U,5,1212364800
A1IDTV3JKFOLVT,B000B6MY2U,4,1222732800
A3ANN8JHMG4D5,B000EXP0LC,5,1180656000
A35BO2OXXNEXUB,B000NA9HBK,5,1195171200
A3Q4VK2NCR4CH4,B00004WINR,4,980899200
AB1YDLUZ0VW5G,B00004WINX,4,997660800
A29UBSC2VMDUL4,B00004WINT,5,1213401600
A7QCUJOH9CIYR,B00004WINT,5,1187568000
AX73D8OAWC7TF,B00004WINT,4,1197504000
A2HPYXRI755JX,B00004WINT,5,1189814400
A1FZHULGKRT6RT,B00004WINT,4,1225584000
A16TAR48M5G8N1,B00004WINT,1,1141171200
AJC095MDGOP00,B00004WINT,1,1128988800
A1V8UPVGT9J92F,B00004WINT,1,1126396800
A3KU5BCI2OUFCQ,B00004WINT,3,1167782400
A37XJZF145XH5B,B00004WINT,5,1214265600
A36EGR3WA2E5VD,B00004WINT,5,1354579200
A1M2DP1VDNBD69,B00004WINT,4,1353974400
A2VTCN4VHR9I7F,B00004WINT,1,1350518400
A35H8JFSHVF7JR,B00004WINT,4,1345161600
A1A29QA63F1O7A,B00004WINT,3,1339372800
A1EVITERW0YDA3,B00004WINT,3,1339200000
A3INIL5S7HNKB5,B00004WINT,4,1330732800
A2Z8QJQSO11PXR,B00004WINT,5,1330128000
AR5DV1V6FZLCH,B00004WINT,4,1328745600
AHF4FSJ6OQIWV,B00004WINT,5,1326758400
AB36EIXLL2BTW,B00004WINT,5,1309996800
A3NV5YX22BZG0C,B00004WINT,5,1307923200
AQN2BKCXMH02H,B00004WINT,5,1305158400
A1T78S9EI9IN73,B00004WINT,1,1304899200
A3AIU8KWZOEGHE,B00004WINT,5,1301702400
A2X77B8M2ADLP0,B00004WINT,5,1300060800
A70G3W7MOKE3C,B00004WINT,1,1294704000
A15ERN9OBJQQOJ,B00004WINT,4,1287705600
AI3MDFHX31HG8,B00004WINT,5,1287446400
A1T7MIT8EAMVOR,B00004WINT,5,1286755200
A1OUWPDIK7N7XM,B00004WINT,5,1233360000
A1JMNNLIYO4V2W,B00004WINT,4,1232928000
A14KYNLQBZEI8B,B00004WINT,5,1232409600
A2KS8A867G6TVD,B00004WINT,5,1231718400
A2UFME54YJKJ9N,B00004WINT,4,1231027200
A103BC7Y8DJU1I,B00004WINT,3,1230422400
AUI98QZD2GQK0,B00004WINT,5,1230249600
ALBRN5NQFV3M3,B00004WINT,5,1228521600
ATO2YD7HD19PS,B00004WINT,4,1223769600
A8S7HN4E1ST0N,B00004WINT,5,1223510400
A386OT17JIE4E0,B00004WINT,3,1259971200
A2KJGOWEUUEL6I,B00004WINT,5,1258848000
ARXCQV6287M46,B00004WINT,3,1256601600
AIWYYN9Q1L1B6,B00004WINT,1,1251590400
A80OYZUTQLITS,B00004WINT,1,1227571200
A30SURYP3P86KC,B00004WINT,4,1226275200
A3ORJYQOD3MSUR,B00004WINT,1,1217548800
A2ZO4ZZ4G8BABR,B00004WINT,5,1229040000
A3VFIFF7AHWTLR,B00004WINT,5,1178323200
A2Z8CA27KVLULR,B00004WINT,1,1290038400
AR1R0L41048RN,B00004WINT,4,1124755200
A1DUYBH0PBKTDE,B00004WINT,3,1229385600
A3S2S7XU19B0JN,B00004WINT,3,1225065600
A1YFMHLY5YGNSN,B00004WINT,1,1207353600
A1DBZV91YKB2CH,B00004WINT,2,1186617600
A2SCF0FEHNOKMB,B00004WINT,3,1336435200
A27D8HL1ZXBKGX,B00004WINT,1,1311724800
A2ZTVXNAKKOBTV,B00004WINT,1,1292457600
A1CALH7H16BZ3X,B00004WINT,2,1287964800
A37XJZF145XH5B,B00004WINT,5,1214265600
A1VALS4VNPECSD,B00004WINT,5,1213315200
A1QKM0C9EB3NCB,B00004WINT,3,1212969600
A3BPPQX9OVCPYD,B00004WINT,3,1210636800
AX6S909ASXF55,B00004WINT,5,1200355200
A2J14P0VHSFRKQ,B00004WINT,2,1141084800
AC1VX8I2Q968I,B00004WINT,1,1142985600
AOAT017UO3OM7,B00004WINT,5,1218758400
A1BD0YGUOMDKHF,B00004WINT,4,1205625600
A31NUQVW7ILH67,B00004WINT,4,1118016000
AY0HWXF66PGH9,B00004WINT,5,1319673600
A1PJE3DLGBJ7OT,B00004WINT,5,1307145600
A19KQ8IQL7AQOQ,B00004WINT,1,1305244800
A2EMG7NII6RF2F,B00004WINT,5,1303084800
AOFOJKBQHRV10,B00004WINT,1,1286409600
A3O0USAYVWAQQB,B00004WINT,3,1262044800
A1O9K78846LBV2,B00004WINT,3,1260316800
A1JLR3M95CYOA1,B00004WINT,4,1256256000
A24X830MYAE87F,B00004WINT,5,1251072000
A32OUZD7CFTS0I,B00004WINT,5,1243814400
A12N50HO4XE6FV,B00004WINT,1,1319932800
